OBJECTID,Join_Count,TARGET_FID,JOIN_FID,AggGrp_20130430,Year,Season,Month,Day,STATIONID,depth_m,biomass_den_kg_m3,pop_den_no_m3,DECLAT_ctr,DECLON_ctr
96,1,96,106,large_jellyfish,1985,Summer,7,15,60358,23.408639999999998,0.000000000000000,0.000000000000000,29.459000000000000,-88.918999999999997
97,1,97,138,large_jellyfish,1985,Summer,6,14,60357,16.642080000000000,0.000000000000000,0.000000000000000,30.230000000000000,-88.804000000000002
98,1,98,137,large_jellyfish,1985,Summer,6,14,60356,23.408639999999998,0.000000000000000,0.000000000000000,30.140000000000001,-88.869000000000000
99,1,99,138,large_jellyfish,1985,Summer,6,14,60355,30.175200000000000,0.000000000000000,0.000000000000000,30.036999999999999,-88.769000000000005
100,1,100,125,large_jellyfish,1985,Summer,6,13,60354,36.758879999999998,0.000000000000000,0.000000000000000,29.977000000000000,-88.676000000000002
101,1,101,125,large_jellyfish,1985,Summer,6,13,60353,56.875680000000003,0.000000000000000,0.000000000000000,29.821000000000002,-88.516999999999996
102,1,102,125,large_jellyfish,1985,Summer,6,13,60352,13.350239999999999,0.000000000000000,0.000000000000000,29.841999999999999,-88.819000000000003
103,1,103,107,large_jellyfish,1985,Summer,7,15,60359,76.992480000000000,0.000000000000000,0.000000000000000,29.331000000000000,-88.850999999999999
104,1,104,124,large_jellyfish,1985,Summer,6,13,60350,16.642080000000000,0.000000000000000,0.000000000000000,29.696000000000002,-88.879000000000005
105,1,105,125,large_jellyfish,1985,Summer,6,13,60351,16.642080000000000,0.000000000000000,0.000000000000000,29.789000000000001,-88.820999999999998
106,1,106,107,large_jellyfish,1985,Summer,6,12,60348,36.758879999999998,0.000000000000000,0.000000000000000,29.472999999999999,-88.778000000000006
107,1,107,107,large_jellyfish,1985,Summer,6,11,60347,36.758879999999998,0.000000000000000,0.000000000000000,29.430000000000000,-88.814999999999998
108,1,108,107,large_jellyfish,1985,Summer,6,11,60346,66.934079999999994,0.000000000000000,0.000000000000000,29.431999999999999,-88.721000000000004
109,1,109,107,large_jellyfish,1985,Summer,6,11,60345,70.225920000000002,0.000000000000000,0.000000000000000,29.405999999999999,-88.747000000000000
110,1,110,107,large_jellyfish,1985,Summer,6,11,60344,20.116800000000001,0.000000000000000,0.000000000000000,29.350000000000001,-88.813999999999993
111,1,111,106,large_jellyfish,1985,Summer,6,10,60343,36.758879999999998,0.000000000000000,0.000000000000000,29.393000000000001,-88.894999999999996
112,1,112,106,large_jellyfish,1985,Summer,6,10,60342,23.408639999999998,0.000000000000000,0.000000000000000,29.456000000000000,-88.995999999999995
113,1,113,82,large_jellyfish,1985,Summer,6,19,60747,40.050719999999998,0.000000000000000,0.000000000000000,28.782000000000000,-91.040000000000006
114,1,114,137,large_jellyfish,1985,Summer,7,18,60370,16.642080000000000,0.000000000000000,0.000000000000000,30.198000000000000,-88.906000000000006
115,1,115,125,large_jellyfish,1985,Summer,6,12,60349,60.167520000000003,0.000000000000000,0.000000000000000,29.614999999999998,-88.555000000000007
116,1,116,107,large_jellyfish,1985,Summer,7,15,60360,80.284319999999994,0.000000000000000,0.000000000000000,29.341999999999999,-88.825999999999993
117,1,117,103,large_jellyfish,1985,Summer,6,19,60746,20.116800000000001,0.000000000000000,0.000000000000000,29.007999999999999,-90.465000000000003
118,1,118,104,large_jellyfish,1985,Summer,6,19,60745,20.116800000000001,0.000000000000000,0.000000000000000,29.045999999999999,-90.278000000000006
119,1,119,84,large_jellyfish,1985,Summer,6,18,60744,30.175200000000000,0.000000000000000,0.000000000000000,28.965000000000000,-90.238000000000000
120,0,120,-1,large_jellyfish,1985,Summer,7,18,60371,13.350239999999999,0.000000000000000,0.000000000000000,30.195000000000000,-88.966999999999999
121,1,121,138,large_jellyfish,1985,Summer,7,17,60369,20.116800000000001,0.000000000000000,0.000000000000000,30.204999999999998,-88.602999999999994
122,1,122,125,large_jellyfish,1985,Summer,7,17,60368,46.817279999999997,0.000000000000000,0.000000000000000,29.966999999999999,-88.572000000000003
123,1,123,107,large_jellyfish,1985,Summer,7,16,60363,63.459359999999997,0.000000000000000,0.000000000000000,29.484999999999999,-88.626000000000005
124,1,124,107,large_jellyfish,1985,Summer,7,16,60361,103.692960000000000,0.000000000000000,0.000000000000000,29.420999999999999,-88.531000000000006
125,0,125,-1,large_jellyfish,1985,Summer,7,18,60372,20.116800000000001,0.000000000000000,0.000000000000000,30.076000000000001,-88.947000000000003
126,1,126,107,large_jellyfish,1985,Summer,7,16,60362,73.517759999999996,0.000000000000000,0.000000000000000,29.472000000000001,-88.644000000000005
127,1,127,107,large_jellyfish,1985,Summer,7,16,60364,70.225920000000002,0.000000000000000,0.000000000000000,29.481999999999999,-88.634000000000000
128,1,128,125,large_jellyfish,1985,Summer,7,16,60365,46.817279999999997,0.000000000000000,0.000000000000000,29.542000000000002,-88.647000000000006
129,1,129,125,large_jellyfish,1985,Summer,7,16,60366,53.583840000000002,0.000000000000000,0.000000000000000,29.702000000000002,-88.560000000000002
130,1,130,125,large_jellyfish,1985,Summer,7,17,60367,40.050719999999998,0.000000000000000,0.000000000000000,29.745999999999999,-88.625000000000000
131,1,131,104,large_jellyfish,1985,Summer,7,25,68730,10.058400000000001,0.000000000000000,0.000000000000000,29.274999999999999,-89.885999999999996
132,1,132,104,large_jellyfish,1985,Summer,7,25,68731,16.642080000000000,0.000000000000000,0.000000000000000,29.047999999999998,-90.275000000000006
133,1,133,105,large_jellyfish,1985,Summer,7,25,68729,43.525440000000003,0.000000000000000,0.000000000000000,29.114000000000001,-89.724999999999994
134,1,134,105,large_jellyfish,1985,Summer,7,25,68728,30.175200000000000,0.000000000000000,0.000000000000000,29.021000000000001,-89.561999999999998
135,1,135,105,large_jellyfish,1985,Summer,7,25,68727,56.875680000000003,0.000000000000000,0.000000000000000,29.007999999999999,-89.602999999999994
136,1,136,105,large_jellyfish,1985,Summer,7,25,68726,76.992480000000000,0.000000000000000,0.000000000000000,29.007999999999999,-89.602999999999994
137,1,137,105,large_jellyfish,1985,Summer,7,25,68725,33.467039999999997,0.000000000000000,0.000000000000000,29.021000000000001,-89.561999999999998
138,1,138,105,large_jellyfish,1985,Summer,7,25,68724,40.050719999999998,0.000000000000000,0.000000000000000,29.114000000000001,-89.724999999999994
139,1,139,104,large_jellyfish,1985,Summer,7,24,68723,13.350239999999999,0.000000000000000,0.000000000000000,29.274999999999999,-89.885999999999996
140,1,140,84,large_jellyfish,1985,Summer,7,24,68722,30.175200000000000,0.000000000000000,0.000000000000000,28.965000000000000,-90.238000000000000
141,1,141,83,large_jellyfish,1985,Summer,7,24,68721,53.583840000000002,0.000000000000000,0.000000000000000,28.622000000000000,-90.435000000000002
142,1,142,83,large_jellyfish,1985,Summer,7,24,68720,40.050719999999998,0.000000000000000,0.000000000000000,28.619000000000000,-90.637000000000000
143,1,143,83,large_jellyfish,1985,Summer,7,23,68712,53.583840000000002,0.000000000000000,0.000000000000000,28.622000000000000,-90.435000000000002
144,1,144,103,large_jellyfish,1985,Summer,7,25,68732,16.642080000000000,0.000000000000000,0.000000000000000,29.007999999999999,-90.465000000000003
145,1,145,83,large_jellyfish,1985,Summer,7,24,68719,46.817279999999997,0.000000000000000,0.000000000000000,28.553000000000001,-90.799999999999997
146,1,146,83,large_jellyfish,1985,Summer,7,23,68713,40.050719999999998,0.000000000000000,0.000000000000000,28.619000000000000,-90.637000000000000
147,1,147,82,large_jellyfish,1985,Summer,7,23,68715,23.408639999999998,0.000000000000000,0.000000000000000,28.777000000000001,-91.046000000000006
148,1,148,84,large_jellyfish,1985,Summer,7,22,68711,33.467039999999997,0.000000000000000,0.000000000000000,28.965000000000000,-90.238000000000000
149,1,149,104,large_jellyfish,1985,Summer,7,22,68710,16.642080000000000,0.000000000000000,0.000000000000000,29.047999999999998,-90.275000000000006
150,1,150,103,large_jellyfish,1985,Summer,7,22,68709,20.116800000000001,0.000000000000000,0.000000000000000,29.007999999999999,-90.465000000000003
151,1,151,83,large_jellyfish,1985,Summer,7,23,68716,30.175200000000000,0.000000000000000,0.000000000000000,28.867999999999999,-90.744000000000000
152,1,152,83,large_jellyfish,1985,Summer,7,23,68717,30.175200000000000,0.000000000000000,0.000000000000000,28.867999999999999,-90.744000000000000
153,1,153,82,large_jellyfish,1985,Summer,7,24,68718,23.408639999999998,0.000000000000000,0.000000000000000,28.777000000000001,-91.046000000000006
154,1,154,83,large_jellyfish,1985,Summer,7,23,68714,50.109119999999997,0.000000000000000,0.000000000000000,28.553000000000001,-90.799999999999997
155,1,155,63,large_jellyfish,1985,Fall,11,5,19956,123.809760000000000,0.000000000000000,0.000000000000000,28.297999999999998,-91.147000000000006
156,1,156,62,large_jellyfish,1985,Fall,11,6,19970,123.809760000000000,0.000000000000000,0.000000000000000,28.297999999999998,-91.647999999999996
157,1,157,64,large_jellyfish,1985,Fall,11,4,19944,90.342720000000000,0.000000000000000,0.000000000000000,28.343000000000000,-90.599999999999994
158,1,158,63,large_jellyfish,1985,Fall,11,4,19945,90.342720000000000,0.000000000000000,0.000000000000000,28.390000000000001,-91.076999999999998
159,1,159,82,large_jellyfish,1985,Fall,11,4,19946,63.459359999999997,0.000000000000000,0.000000000000000,28.500000000000000,-91.117999999999995
160,1,160,82,large_jellyfish,1985,Fall,11,4,19947,46.817279999999997,0.000000000000000,0.000000000000000,28.617999999999999,-91.250000000000000
161,1,161,82,large_jellyfish,1985,Fall,11,4,19948,23.408639999999998,0.000000000000000,0.000000000000000,28.716999999999999,-91.018000000000001
162,1,162,83,large_jellyfish,1985,Fall,11,4,19949,33.467039999999997,0.000000000000000,0.000000000000000,28.827999999999999,-90.730000000000004
163,1,163,83,large_jellyfish,1985,Fall,11,4,19950,40.050719999999998,0.000000000000000,0.000000000000000,28.597999999999999,-90.611999999999995
164,1,164,83,large_jellyfish,1985,Fall,11,4,19951,43.525440000000003,0.000000000000000,0.000000000000000,28.568000000000001,-90.632999999999996
165,1,165,83,large_jellyfish,1985,Fall,11,4,19952,46.817279999999997,0.000000000000000,0.000000000000000,28.552000000000000,-90.716999999999999
166,1,166,83,large_jellyfish,1985,Fall,11,4,19953,33.467039999999997,0.000000000000000,0.000000000000000,28.617999999999999,-90.715000000000003
167,1,167,65,large_jellyfish,1985,Fall,11,3,19942,127.101600000000000,0.000000000000000,0.000000000000000,28.367000000000001,-90.167000000000002
168,1,168,82,large_jellyfish,1985,Fall,11,5,19955,66.934079999999994,0.000000000000000,0.000000000000000,28.492999999999999,-91.117000000000004
169,1,169,65,large_jellyfish,1985,Fall,11,3,19941,177.210720000000010,0.000000000000000,0.000000000000000,28.250000000000000,-90.218000000000004
170,1,170,63,large_jellyfish,1985,Fall,11,5,19957,133.868159999999990,0.000000000000000,0.000000000000000,28.260000000000002,-91.129999999999995
171,1,171,63,large_jellyfish,1985,Fall,11,5,19958,137.160000000000000,0.000000000000000,0.000000000000000,28.250000000000000,-91.117000000000004
172,1,172,62,large_jellyfish,1985,Fall,11,5,19959,130.393440000000000,0.000000000000000,0.000000000000000,28.285000000000000,-91.420000000000002
173,1,173,62,large_jellyfish,1985,Fall,11,5,19960,120.335040000000010,0.000000000000000,0.000000000000000,28.332999999999998,-91.466999999999999
174,1,174,62,large_jellyfish,1985,Fall,11,5,19961,133.868159999999990,0.000000000000000,0.000000000000000,28.250000000000000,-91.582999999999998
175,1,175,62,large_jellyfish,1985,Fall,11,5,19962,123.809760000000000,0.000000000000000,0.000000000000000,28.303000000000001,-91.658000000000001
176,1,176,62,large_jellyfish,1985,Fall,11,5,19963,96.926400000000001,0.000000000000000,0.000000000000000,28.448000000000000,-91.625000000000000
177,1,177,63,large_jellyfish,1985,Fall,11,5,19964,120.335040000000010,0.000000000000000,0.000000000000000,28.302000000000000,-91.150000000000006
178,1,178,63,large_jellyfish,1985,Fall,11,5,19965,173.918880000000000,0.000000000000000,0.000000000000000,28.167000000000002,-91.033000000000001
179,1,179,62,large_jellyfish,1985,Fall,11,6,19967,130.393440000000000,0.000000000000000,0.000000000000000,28.286999999999999,-91.418000000000006
180,1,180,62,large_jellyfish,1985,Fall,11,6,19968,137.160000000000000,0.000000000000000,0.000000000000000,28.247000000000000,-91.582999999999998
181,1,181,59,large_jellyfish,1985,Fall,11,10,20026,163.860480000000000,0.000000000000000,0.000000000000000,28.082999999999998,-92.906999999999996
182,1,182,83,large_jellyfish,1985,Fall,11,4,19954,30.175200000000000,0.000000000000000,0.000000000000000,28.832999999999998,-90.733000000000004
183,1,183,84,large_jellyfish,1985,Fall,11,2,19926,46.817279999999997,0.000000000000000,0.000000000000000,28.937999999999999,-90.102999999999994
184,1,184,85,large_jellyfish,1985,Fall,10,23,19912,133.868159999999990,0.000000000000000,0.000000000000000,28.817000000000000,-89.671999999999997
185,1,185,105,large_jellyfish,1985,Fall,10,24,19913,46.817279999999997,0.000000000000000,0.000000000000000,28.998000000000001,-89.533000000000001
186,1,186,85,large_jellyfish,1985,Fall,10,24,19914,96.926400000000001,0.000000000000000,0.000000000000000,28.837000000000000,-89.837000000000003
187,1,187,84,large_jellyfish,1985,Fall,10,24,19915,100.401120000000010,0.000000000000000,0.000000000000000,28.702000000000002,-90.015000000000001
188,1,188,84,large_jellyfish,1985,Fall,10,24,19916,83.576160000000002,0.000000000000000,0.000000000000000,28.718000000000000,-90.072000000000003
189,1,189,84,large_jellyfish,1985,Fall,10,24,19917,86.867999999999995,0.000000000000000,0.000000000000000,28.702999999999999,-90.102999999999994
190,1,190,84,large_jellyfish,1985,Fall,10,24,19918,110.459520000000000,0.000000000000000,0.000000000000000,28.587000000000000,-90.120000000000005
191,1,191,65,large_jellyfish,1985,Fall,10,24,19919,180.685440000000000,0.000000000000000,0.000000000000000,28.317000000000000,-90.048000000000002
192,1,192,84,large_jellyfish,1985,Fall,10,24,19920,167.152320000000000,0.000000000000000,0.000000000000000,28.812999999999999,-89.917000000000002
193,1,193,85,large jellyfish,1985,Fall,10,24,19921,194.035680000000010,1.010647309326170,2.526618273315420,28.646999999999998,-89.750000000000000
194,1,194,105,large_jellyfish,1985,Fall,11,2,19922,20.116800000000001,0.000000000000000,0.000000000000000,29.097000000000001,-89.504999999999995
