OBJECTID,Join_Count,join_distance,TARGET_FID,FID_jelly_,agg_grp,year,month,day,stationid,use_pop_de,use_biomas,depth_m,biomass_de,pop_den_no,decslat_ct,decslon_ct,FID_jelly1,agg_grp_1,year_1,month_1,day_1,stationid_,use_pop__1,use_biom_1,depth_m_1,biomass__1,pop_den__1,decslat__1,decslon__1,FID_jell_1,agg_grp_12,year_12,month_12,day_12,stationi_1,use_pop__2,use_biom_2,depth_m_12,biomass__2,pop_den__2,decslat__2,decslon__2,FID_jell_2,agg_grp_13,year_12_13,month_1_13,day_12_13,stationid1,use_pop__3,use_biom_3,depth_m_13,biomass__3,pop_den__3,decslat__3,decslon__3
105,1,157.800700141983160,105,15477,large jellyfish,1986,11,20,39663,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.844999999999999,-96.584999999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5979,large jellyfish,2015,6,12,202750,0.000000000000000,0.000000000000000,37.500000000000000,0.000000000000000,0.000000000000000,27.845500000000001,-96.586500000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
106,1,3187.115627297978300,106,15469,large jellyfish,1986,11,19,39656,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.847999999999999,-96.257000000000005,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5816,large jellyfish,2014,10,15,202535,0.000000000000000,0.000000000000000,59.299999999999997,0.000000000000000,0.000000000000000,27.831499999999998,-96.230500000000006,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
107,0,-1.000000000000000,107,20699,large jellyfish,1985,8,23,60687,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.858000000000001,-92.000000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
108,0,-1.000000000000000,108,20708,large jellyfish,1985,8,24,60696,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.899999999999999,-93.000000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1,1906.913264596341600,109,20700,large jellyfish,1985,8,23,60688,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.908000000000001,-92.000000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,20809,large jellyfish,1997,8,15,6127,0.000000000000000,0.000000000000000,126.000000000000000,0.000000000000000,0.000000000000000,27.925000000000001,-91.997000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
110,0,-1.000000000000000,110,20698,large jellyfish,1985,8,22,60686,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.917000000000002,-91.500000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
111,0,-1.000000000000000,111,12285,large jellyfish,1985,4,6,2335,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.962000000000000,-91.064999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1,2150.125315529805000,112,20963,large jellyfish,1982,6,24,6155,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.965000000000000,-96.433000000000007,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22007,large jellyfish,1994,6,28,64204,0.000000000000000,0.000000000000000,32.899999999999999,0.000000000000000,0.000000000000000,27.954000000000001,-96.450999999999993,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
113,1,2903.080732619865600,113,15449,large jellyfish,1986,11,18,39638,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.966999999999999,-94.772999999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8410,large jellyfish,2008,6,27,206033,0.000000000000000,0.000000000000000,92.900000000000006,0.000000000000000,0.000000000000000,27.967500000000001,-94.743499999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
114,1,515.157632855675390,114,12932,large jellyfish,1983,6,30,30915,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.978000000000002,-96.646000000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14027,large jellyfish,1988,6,26,37278,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,27.981000000000002,-96.641999999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
115,0,-1.000000000000000,115,12215,large jellyfish,1985,3,19,2271,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.980000000000000,-91.382999999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1,2176.527576669899200,116,15339,large jellyfish,1986,11,8,39534,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.984999999999999,-92.167000000000002,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4971,large jellyfish,1985,11,9,20016,0.000000000000000,0.000000000000000,112.000000000000000,0.000000000000000,0.000000000000000,27.968499999999999,-92.155000000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
117,0,-1.000000000000000,117,12283,large jellyfish,1985,4,5,2333,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.984999999999999,-91.388000000000005,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,-1.000000000000000,118,12286,large jellyfish,1985,4,6,2336,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,27.992000000000001,-91.102999999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
119,1,2734.852319682341700,119,20706,large jellyfish,1985,8,24,60693,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.000000000000000,-93.000000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5890,large jellyfish,2014,11,3,202637,0.000000000000000,0.000000000000000,103.000000000000000,0.000000000000000,0.000000000000000,28.014500000000002,-92.977500000000006,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
120,1,2998.580952343836500,120,20701,large jellyfish,1985,8,23,60689,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.000000000000000,-92.000000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19535,large jellyfish,2002,4,24,58486,0.000000000000000,0.000000000000000,122.000000000000000,0.000000000000000,0.000000000000000,27.972999999999999,-92.001999999999995,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
121,1,781.947289418641280,121,15455,large jellyfish,1986,11,18,39643,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.018000000000001,-95.299999999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15838,large jellyfish,2002,6,25,40098,0.000000000000000,0.000000000000000,63.600000000000001,0.000000000000000,0.000000000000000,28.024999999999999,-95.299000000000007,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
122,1,1144.411854110961000,122,15456,large jellyfish,1986,11,18,39644,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.033000000000001,-95.435000000000002,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22027,large jellyfish,1994,6,30,64226,0.000000000000000,0.000000000000000,56.000000000000000,0.000000000000000,0.000000000000000,28.025500000000001,-95.442999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
123,1,1492.217183484025100,123,15383,large jellyfish,1986,11,11,39575,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.033000000000001,-93.295000000000002,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6055,large jellyfish,2015,6,28,202846,0.000000000000000,0.000000000000000,102.000000000000000,0.000000000000000,0.000000000000000,28.022500000000001,-93.285499999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
124,1,881.945162949041670,124,15337,large jellyfish,1986,11,8,39532,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.033000000000001,-91.969999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5887,large jellyfish,2014,11,2,202632,0.000000000000000,0.000000000000000,105.000000000000000,0.000000000000000,0.000000000000000,28.040500000000002,-91.966999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
125,1,2327.321816232604300,125,20697,large jellyfish,1985,8,22,60685,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.033000000000001,-91.516999999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19550,large jellyfish,2002,4,26,58503,0.000000000000000,0.000000000000000,131.000000000000000,0.000000000000000,0.000000000000000,28.035499999999999,-91.493499999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
126,1,1997.184563653473600,126,12924,large jellyfish,1983,6,21,30907,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.035000000000000,-96.213999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,22022,large jellyfish,1994,6,30,64218,0.000000000000000,0.000000000000000,35.000000000000000,0.000000000000000,0.000000000000000,28.053000000000001,-96.212999999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
127,1,1308.122686062820500,127,15335,large jellyfish,1986,11,8,39530,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.035000000000000,-91.715000000000003,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5885,large jellyfish,2014,11,2,202630,0.000000000000000,0.000000000000000,105.900000000000010,0.000000000000000,0.000000000000000,28.046500000000002,-91.718000000000004,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
128,0,-1.000000000000000,128,12214,large jellyfish,1985,3,19,2270,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.039999999999999,-91.408000000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
129,0,-1.000000000000000,129,12287,large jellyfish,1985,4,6,2337,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.039999999999999,-90.540000000000006,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
130,1,2207.937209348742300,130,15331,large jellyfish,1986,11,7,39527,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.047000000000001,-91.444999999999993,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,19553,large jellyfish,2002,4,26,58507,0.000000000000000,0.000000000000000,116.500000000000000,0.000000000000000,0.000000000000000,28.050999999999998,-91.466999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
131,1,3403.728055046246500,131,15459,large jellyfish,1986,11,18,39647,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.050000000000001,-95.582999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7525,large jellyfish,2009,10,20,204975,0.000000000000000,0.000000000000000,52.299999999999997,0.000000000000000,0.000000000000000,28.023499999999999,-95.565500000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
132,1,1228.277409776522500,132,15336,large jellyfish,1986,11,8,39531,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.050000000000001,-91.832999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7171,large jellyfish,2010,10,30,204541,0.000000000000000,0.000000000000000,108.000000000000000,0.000000000000000,0.000000000000000,28.039500000000000,-91.837000000000003,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
133,1,2546.151499922295400,133,12284,large jellyfish,1985,4,6,2334,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.052000000000000,-91.022999999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11078,large jellyfish,1988,11,16,21312,0.000000000000000,0.000000000000000,109.700000000000000,0.000000000000000,0.000000000000000,28.058000000000000,-90.998000000000005,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
134,1,2202.995131870759000,134,15458,large jellyfish,1986,11,18,39646,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.067000000000000,-95.549999999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15022,large jellyfish,2002,10,21,3892,0.000000000000000,0.000000000000000,49.000000000000000,0.000000000000000,0.000000000000000,28.083500000000001,-95.562500000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
135,1,1426.437273856292000,135,15448,large jellyfish,1986,11,18,39637,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.067000000000000,-94.082999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,24324,large jellyfish,2003,7,5,69043,0.000000000000000,0.000000000000000,72.400000000000006,0.000000000000000,0.000000000000000,28.067499999999999,-94.097499999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
136,1,1343.809704881717200,136,15338,large jellyfish,1986,11,8,39533,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.068000000000001,-92.052000000000007,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27106,large jellyfish,2006,7,11,84136,0.000000000000000,0.000000000000000,100.400000000000010,0.000000000000000,0.000000000000000,28.076499999999999,-92.061750000000004,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
137,1,55.410288176499307,137,15474,large jellyfish,1986,11,20,39660,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.070000000000000,-96.405000000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8377,large jellyfish,2008,6,21,205991,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,28.069500000000001,-96.405000000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
138,1,820.642203084132010,138,20935,large jellyfish,1982,6,24,6151,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.077000000000002,-96.108000000000004,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6710,large jellyfish,2011,6,29,203934,0.000000000000000,0.000000000000000,35.100000000000001,0.000000000000000,0.000000000000000,28.083500000000001,-96.103999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
139,1,860.024350545482780,139,25983,large jellyfish,2006,10,22,78888,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.081499999999998,-91.943500000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27107,large jellyfish,2006,7,11,84137,0.000000000000000,0.000000000000000,91.599999999999994,0.000000000000000,0.000000000000000,28.079999999999998,-91.934915000000004,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
140,1,2031.298159854088900,140,12927,large jellyfish,1983,6,22,30910,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.082000000000001,-96.372000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12990,large jellyfish,1985,6,16,32116,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,28.065500000000000,-96.363000000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
141,1,693.371061508944310,141,20944,large jellyfish,1982,6,24,6152,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.090000000000000,-96.132999999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,12987,large jellyfish,1985,6,16,32113,0.000000000000000,0.000000000000000,34.700000000000003,0.000000000000000,0.000000000000000,28.084000000000000,-96.135000000000005,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
142,1,1314.001612549700200,142,12926,large jellyfish,1983,6,22,30909,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.091000000000001,-96.209999999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4491,large jellyfish,1984,6,29,19295,0.000000000000000,0.000000000000000,32.899999999999999,0.000000000000000,0.000000000000000,28.081499999999998,-96.201999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
143,1,1062.419845737254300,143,15453,large jellyfish,1986,11,18,39641,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.100000000000001,-95.055000000000007,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10774,large jellyfish,2016,6,16,211754,1.067755674687590,0.365172440743155,56.700000000000003,20.705277390136899,60.541746754786402,28.108499999999999,-95.049999999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
144,1,1995.381996733687200,144,12925,large jellyfish,1983,6,21,30908,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.100999999999999,-96.194999999999993,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11374,large jellyfish,1993,6,28,21464,0.000000000000000,0.000000000000000,32.899999999999999,0.000000000000000,0.000000000000000,28.082999999999998,-96.195499999999996,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
145,1,734.504695078464690,145,15457,large jellyfish,1986,11,18,39645,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.102000000000000,-95.564999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27929,large jellyfish,2006,10,30,86038,0.000000000000000,0.000000000000000,47.899999999999999,0.000000000000000,0.000000000000000,28.105000000000000,-95.558335000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
146,1,1699.317167302160900,146,15452,large jellyfish,1986,11,18,39640,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.102000000000000,-94.984999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,13989,large jellyfish,1988,6,19,37189,0.000000000000000,0.000000000000000,64.000000000000000,0.000000000000000,0.000000000000000,28.093000000000000,-94.998999999999995,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
147,1,2202.393870081796200,147,15450,large jellyfish,1986,11,18,39639,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.102000000000000,-94.799999999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5636,large jellyfish,2014,6,18,202313,0.000000000000000,0.000000000000000,52.299999999999997,0.000000000000000,0.000000000000000,28.120000000000001,-94.790499999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
148,1,1886.529245053090600,148,15330,large jellyfish,1986,11,7,39526,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.102000000000000,-91.299999999999997,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25987,large jellyfish,2006,10,24,78895,0.000000000000000,0.000000000000000,116.000000000000000,0.000000000000000,0.000000000000000,28.109000000000002,-91.317499999999995,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
149,1,800.257455465133600,149,20925,large jellyfish,1982,6,23,6150,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.105000000000000,-95.984999999999999,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5360,large jellyfish,2013,6,13,201902,0.000000000000000,0.000000000000000,36.899999999999999,0.000000000000000,0.000000000000000,28.097999999999999,-95.983000000000004,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
150,1,339.680043575374270,150,15385,large jellyfish,1986,11,11,39577,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.105000000000000,-93.462999999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,25073,large jellyfish,2000,7,7,70507,0.000000000000000,0.000000000000000,82.000000000000000,0.000000000000000,0.000000000000000,28.107500000000002,-93.465000000000003,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
151,0,-1.000000000000000,151,12288,large jellyfish,1985,4,6,2339,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.105000000000000,-90.454999999999998,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,,,,,,,,,,,,,,,,,,,,,,,,,,
152,1,3411.969984303681500,152,11407,large jellyfish,1993,7,1,21500,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.114000000000001,-94.108999999999995,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4289,large jellyfish,1998,10,29,19029,0.000000000000000,0.000000000000000,73.200000000000003,0.000000000000000,0.000000000000000,28.117500000000000,-94.074500000000000,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
153,1,1752.343817905102500,153,15384,large jellyfish,1986,11,11,39576,0.000000000000000,0.000000000000000,,0.000000000000000,0.000000000000000,28.114999999999998,-93.349999999999994,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4465,large jellyfish,1984,6,20,19246,0.000000000000000,0.000000000000000,77.700000000000003,0.000000000000000,0.000000000000000,28.109000000000002,-93.333500000000001,-1,,0,0,0,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
