OBJECTID,agg_grp,year,month,day,stationid,use_pop_den_no_m2,use_biomass_den_kg_m2,depth_m,biomass_den_kg_m3,pop_den_no_m3,decslat_ctr,decslon_ctr
94,large jellyfish,2008,6,11,104255,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.707000000000001,-93.760999999999996
95,large jellyfish,2008,6,11,104256,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,29.724499999999999,-93.624664999999993
96,large jellyfish,2008,6,11,104257,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,29.673500000000001,-93.638914999999997
97,large jellyfish,2008,6,17,104258,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,29.608499999999999,-93.739000000000004
98,large jellyfish,2008,6,17,104259,0.000000000000000,0.000000000000000,20.100000000000001,0.000000000000000,0.000000000000000,29.592500000000001,-93.774914999999993
99,large jellyfish,2008,6,17,104260,0.000000000000000,0.000000000000000,20.100000000000001,0.000000000000000,0.000000000000000,29.556999999999999,-93.841665000000006
100,large jellyfish,2008,6,17,104261,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.623500000000000,-93.859499999999997
101,large jellyfish,2008,6,17,104262,0.000000000000000,0.000000000000000,1.800000000000000,0.000000000000000,0.000000000000000,29.670999999999999,-93.859414999999998
102,large jellyfish,2008,6,17,104263,0.000000000000000,0.000000000000000,7.300000000000000,0.000000000000000,0.000000000000000,29.657000000000000,-93.976335000000006
103,large jellyfish,2008,6,17,104264,0.000000000000000,0.000000000000000,7.300000000000000,0.000000000000000,0.000000000000000,29.658000000000001,-94.022414999999995
104,large jellyfish,2008,6,17,104265,0.000000000000000,0.000000000000000,14.600000000000000,0.000000000000000,0.000000000000000,29.574000000000002,-93.871835000000004
105,large jellyfish,2008,11,3,104266,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,28.427000000000000,-96.274000000000001
106,large jellyfish,2008,11,3,104267,0.108511755557682,0.007943060506822,23.800000000000001,0.189044840062371,2.582579782272830,28.388000000000002,-96.262084999999999
107,large jellyfish,2008,11,3,104268,0.000000000000000,0.000000000000000,25.600000000000001,0.000000000000000,0.000000000000000,28.413000000000000,-96.191085000000001
108,large jellyfish,2008,11,3,104269,0.108511755557682,0.003472376177846,25.600000000000001,0.088892830152853,2.777900942276660,28.422999999999998,-96.162414999999996
109,large jellyfish,2008,11,3,104270,0.000000000000000,0.000000000000000,23.800000000000001,0.000000000000000,0.000000000000000,28.446000000000002,-96.174584999999993
110,large jellyfish,2008,11,3,104271,1.171926960022960,0.585963480011481,14.600000000000000,8.555066808167620,17.110133616335201,28.507000000000001,-96.145250000000004
111,large jellyfish,2008,11,3,104272,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,28.411500000000000,-96.075914999999995
112,large jellyfish,2008,11,3,104273,0.108511755557682,0.013650778849156,32.899999999999999,0.449110624137246,3.570036757847740,28.341000000000001,-96.195835000000002
113,large jellyfish,2008,11,20,104274,0.108511755557682,0.056686541103333,21.899999999999999,1.241435250162990,2.376407446713240,28.341500000000000,-96.336834999999994
114,large jellyfish,2008,11,20,104275,0.238725862226900,0.021507029951532,9.100000000000000,0.195713972558946,2.172405346264790,28.306999999999999,-96.443250000000006
115,large jellyfish,2008,11,20,104280,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,28.293500000000002,-96.323835000000003
116,large jellyfish,2008,11,20,104281,0.065107053334609,0.029688816320582,32.899999999999999,0.976762056947138,2.142022054708640,28.324500000000000,-96.228084999999993
117,large jellyfish,2008,6,2,104282,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,28.452999999999999,-96.270335000000003
118,large jellyfish,2008,6,2,104283,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,28.459499999999998,-96.253164999999996
119,large jellyfish,2008,6,2,104284,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,28.458500000000001,-96.159914999999998
120,large jellyfish,2008,6,2,104285,0.000000000000000,0.000000000000000,25.600000000000001,0.000000000000000,0.000000000000000,28.443500000000000,-96.138665000000003
121,large jellyfish,2008,6,2,104286,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,28.491499999999998,-96.126914999999997
122,large jellyfish,2008,6,2,104287,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,28.510000000000002,-96.104915000000005
123,large jellyfish,2008,6,2,104288,0.000000000000000,0.000000000000000,32.899999999999999,0.000000000000000,0.000000000000000,28.341500000000000,-96.228584999999995
124,large jellyfish,2008,6,2,104289,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,28.361499999999999,-96.255584999999996
125,large jellyfish,2008,6,16,104290,0.000000000000000,0.000000000000000,27.399999999999999,0.000000000000000,0.000000000000000,28.356500000000000,-96.275835000000001
126,large jellyfish,2008,6,16,104291,0.000000000000000,0.000000000000000,31.100000000000001,0.000000000000000,0.000000000000000,28.341999999999999,-96.255084999999994
127,large jellyfish,2008,6,16,104292,0.000000000000000,0.000000000000000,25.600000000000001,0.000000000000000,0.000000000000000,28.340499999999999,-96.310085000000001
128,large jellyfish,2008,6,16,104293,0.000000000000000,0.000000000000000,21.899999999999999,0.000000000000000,0.000000000000000,28.326000000000001,-96.356915000000001
129,large jellyfish,2008,6,16,104294,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,28.289500000000000,-96.458584999999999
130,large jellyfish,2008,6,16,104295,0.000000000000000,0.000000000000000,18.300000000000001,0.000000000000000,0.000000000000000,28.260500000000000,-96.473500000000001
131,large jellyfish,1998,11,3,10458,0.000000000000000,0.000000000000000,12.000000000000000,0.000000000000000,0.000000000000000,29.321999999999999,-94.620500000000007
132,large jellyfish,1998,11,3,10459,0.000000000000000,0.000000000000000,10.400000000000000,0.000000000000000,0.000000000000000,29.353500000000000,-94.611000000000004
133,large jellyfish,1998,11,3,10460,0.000000000000000,0.000000000000000,12.300000000000001,0.000000000000000,0.000000000000000,29.346000000000000,-94.530000000000001
134,large jellyfish,1998,11,3,10461,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,29.344000000000001,-94.509500000000003
135,large jellyfish,1998,11,3,10462,0.000000000000000,0.000000000000000,9.100000000000000,0.000000000000000,0.000000000000000,29.443999999999999,-94.557000000000002
136,large jellyfish,1998,11,3,10463,0.000000000000000,0.000000000000000,10.400000000000000,0.000000000000000,0.000000000000000,29.309999999999999,-94.655000000000001
137,large jellyfish,1998,11,3,10464,0.000000000000000,0.000000000000000,6.400000000000000,0.000000000000000,0.000000000000000,29.292000000000002,-94.754000000000005
138,large jellyfish,1998,11,3,10465,0.000000000000000,0.000000000000000,4.400000000000000,0.000000000000000,0.000000000000000,29.280000000000001,-94.792000000000002
139,large jellyfish,1998,11,16,10466,0.156256928003062,0.066513365686637,14.100000000000000,0.937838456181575,2.203222684843170,29.267499999999998,-94.603499999999997
140,large jellyfish,1998,11,16,10467,0.104171285335374,0.014766279696289,16.300000000000001,0.240690359049516,1.697991950966600,29.178500000000000,-94.673000000000002
141,large jellyfish,1998,11,16,10468,0.026042821333844,0.003359523952066,16.300000000000001,0.054760240418673,0.424497987741651,29.174499999999998,-94.694999999999993
142,large jellyfish,1998,11,16,10469,0.052085642667687,0.017735161328348,16.500000000000000,0.292630161917734,0.859413104016839,29.145000000000000,-94.724500000000006
143,large jellyfish,1998,11,16,10470,0.078128464001531,0.011823440885565,15.500000000000000,0.183263333726258,1.210991192023730,29.157499999999999,-94.757999999999996
144,large jellyfish,1998,11,16,10471,0.000000000000000,0.000000000000000,14.100000000000000,0.000000000000000,0.000000000000000,29.177000000000000,-94.772499999999994
145,large jellyfish,1998,11,16,10472,0.078128464001531,0.044324881910202,12.000000000000000,0.531898582922422,0.937541568018370,29.195499999999999,-94.820499999999996
146,large jellyfish,1998,11,16,10473,0.000000000000000,0.000000000000000,11.000000000000000,0.000000000000000,0.000000000000000,29.222000000000001,-94.774000000000001
147,large jellyfish,1998,11,13,10474,0.000000000000000,0.000000000000000,13.400000000000000,0.000000000000000,0.000000000000000,26.050999999999998,-97.123999999999995
148,large jellyfish,1998,11,13,10475,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,26.030999999999999,-97.123999999999995
149,large jellyfish,1998,11,13,10480,0.000000000000000,0.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,26.149000000000001,-97.105999999999995
150,large jellyfish,1998,11,13,10481,0.000000000000000,0.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,26.100500000000000,-97.109499999999997
151,large jellyfish,1998,11,17,10483,0.000000000000000,0.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,26.196999999999999,-97.073999999999998
152,large jellyfish,1998,11,17,10487,0.000000000000000,0.000000000000000,19.000000000000000,0.000000000000000,0.000000000000000,26.364999999999998,-97.093999999999994
153,large jellyfish,1998,11,17,10488,0.000000000000000,0.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,26.329000000000001,-97.111500000000007
154,large jellyfish,1998,11,17,10489,0.000000000000000,0.000000000000000,14.300000000000001,0.000000000000000,0.000000000000000,26.263000000000002,-97.160499999999999
155,large jellyfish,1998,11,2,10490,0.000000000000000,0.000000000000000,14.000000000000000,0.000000000000000,0.000000000000000,28.471000000000000,-96.129499999999993
156,large jellyfish,1998,11,2,10491,0.043404702223073,0.020313400640398,14.100000000000000,0.286418949029612,0.612006301345325,28.477000000000000,-96.103499999999997
157,large jellyfish,1998,11,2,10492,0.000000000000000,0.000000000000000,13.400000000000000,0.000000000000000,0.000000000000000,28.487500000000001,-96.094999999999999
158,large jellyfish,1998,11,2,10493,0.000000000000000,0.000000000000000,18.000000000000000,0.000000000000000,0.000000000000000,28.427000000000000,-96.070499999999996
159,large jellyfish,1998,11,2,10495,0.000000000000000,0.000000000000000,16.100000000000001,0.000000000000000,0.000000000000000,28.377500000000001,-96.254000000000005
160,large jellyfish,1998,11,2,10496,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,28.370500000000000,-96.279499999999999
161,large jellyfish,1998,11,2,10497,0.000000000000000,0.000000000000000,13.400000000000000,0.000000000000000,0.000000000000000,28.408500000000000,-96.254999999999995
162,large jellyfish,1998,11,16,10498,0.000000000000000,0.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,28.388500000000001,-96.326999999999998
163,large jellyfish,1998,11,16,10499,0.000000000000000,0.000000000000000,16.500000000000000,0.000000000000000,0.000000000000000,28.343000000000000,-96.311000000000007
164,large jellyfish,1998,11,16,10500,0.000000000000000,0.000000000000000,17.000000000000000,0.000000000000000,0.000000000000000,28.320000000000000,-96.329499999999996
165,large jellyfish,1998,11,16,10503,0.000000000000000,0.000000000000000,7.000000000000000,0.000000000000000,0.000000000000000,28.295000000000002,-96.471000000000004
166,large jellyfish,1998,11,16,10504,0.000000000000000,0.000000000000000,3.800000000000000,0.000000000000000,0.000000000000000,28.303500000000000,-96.459500000000006
167,large jellyfish,1998,11,16,10505,0.000000000000000,0.000000000000000,9.000000000000000,0.000000000000000,0.000000000000000,28.312500000000000,-96.405000000000001
168,large jellyfish,1998,11,3,10506,0.000000000000000,0.000000000000000,14.100000000000000,0.000000000000000,0.000000000000000,27.821000000000002,-96.983999999999995
169,large jellyfish,1998,11,15,10507,0.000000000000000,0.000000000000000,10.100000000000000,0.000000000000000,0.000000000000000,27.909500000000001,-97.475999999999999
170,large jellyfish,1998,11,15,10508,0.000000000000000,0.000000000000000,13.199999999999999,0.000000000000000,0.000000000000000,27.940000000000001,-96.893500000000003
171,large jellyfish,1998,11,15,10510,0.000000000000000,0.000000000000000,19.199999999999999,0.000000000000000,0.000000000000000,27.852499999999999,-96.879000000000005
172,large jellyfish,1998,11,15,10512,0.000000000000000,0.000000000000000,16.000000000000000,0.000000000000000,0.000000000000000,27.786999999999999,-96.993499999999997
173,large jellyfish,1998,11,15,10513,0.000000000000000,0.000000000000000,14.300000000000001,0.000000000000000,0.000000000000000,27.796500000000002,-97.006500000000003
174,large jellyfish,1998,11,16,10514,0.000000000000000,0.000000000000000,11.300000000000001,0.000000000000000,0.000000000000000,27.795000000000002,-97.025999999999996
175,large jellyfish,1998,11,16,10515,0.000000000000000,0.000000000000000,10.400000000000000,0.000000000000000,0.000000000000000,27.710500000000000,-97.126999999999995
176,large jellyfish,1998,10,27,10529,0.553409953344176,0.109529053266035,16.500000000000000,1.807229378889580,9.131264230178900,29.738000000000000,-88.733500000000006
177,large jellyfish,1998,10,28,10534,0.444898197786495,0.065066361426275,19.199999999999999,1.249274139384480,8.542045397500701,29.774500000000000,-88.675500000000000
178,large jellyfish,1998,10,29,10540,2.560877431161290,0.544523411678505,15.500000000000000,8.440112881016830,39.693600183000001,30.079499999999999,-88.724500000000006
179,large jellyfish,1998,10,29,10541,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,30.129500000000000,-88.781000000000006
180,large jellyfish,1998,10,29,10542,0.000000000000000,0.000000000000000,13.000000000000000,0.000000000000000,0.000000000000000,30.193000000000001,-88.662000000000006
181,large jellyfish,1998,11,1,10543,0.000000000000000,0.000000000000000,12.800000000000001,0.000000000000000,0.000000000000000,30.015499999999999,-88.777000000000001
